"Week","Day","Rink","Time","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget",
"12w1gV2.06_"," "," "," ","Emperors","Emperors","Emperors","Emperors","Emperors","Saints","Saints","Saints","Saints","Saints","Flyers","Flyers","Flyers","Flyers","Flyers","Bears","Bears","Bears","Bears","Bears","Newcastle","Newcastle","Newcastle","Newcastle","Newcastle","Ice Caps","Ice Caps","Ice Caps","Ice Caps","Ice Caps",
" "," "," "," ","Saints","Flyers","Bears","Newcastle","Ice Caps","Emperors","Flyers","Bears","Newcastle","Ice Caps","Emperors","Saints","Bears","Newcastle","Ice Caps","Emperors","Saints","Flyers","Newcastle","Ice Caps","Emperors","Saints","Flyers","Bears","Ice Caps","Emperors","Saints","Flyers","Bears","Newcastle",
"3","SUN","MACQ","18",,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
"3","SUN","MACQ","19",,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
"3","SUN","LCC","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","SUN","LCC","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","SUN","LCC","10",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
"3","SUN","LCC","17",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
"3","SUN","LCC","18",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
"3","SUN","LCC","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","SAT","HISS","17",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
"3","SAT","HISS","18",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
"3","SUN","HISS","17",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
"3","SUN","HISS","18",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
"3","SAT","ACT","12",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,
"3","SAT","ACT","16",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
"4","SAT","COIR","19",0,0,0,0,,,,,,,0,0,0,0,,0,0,0,0,,,,,,,,,,,,
"4","SAT","COIR","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4","SUN","COIR","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4","SUN","COIR","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4","SUN","COIR","10",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"4","SUN","COIR","18",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"4","SUN","COIR","19",0,0,0,0,,,,,,,0,0,0,0,,0,0,0,0,,,,,,,,,,,,
"4","SUN","COIR","21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4","SAT","PIP","17",0,0,0,0,0,,,,,,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,
"4","SAT","PIP","18",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"4","SAT","PIP","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4","SUN","PIP","16",0,0,0,1,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"4","SUN","PIP","18",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"4","SUN","PIP","19",0,0,0,0,,,,,,,0,0,0,0,,0,0,0,0,,,,,,,,,,,,
"4","SUN","PIP","21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4","SAT","MACQ","18",,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
"4","SAT","MACQ","19",,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
"4","SUN","MACQ","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4","SUN","MACQ","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4","SUN","MACQ","18",,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
"4","SUN","MACQ","19",,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
"4","SUN","LCC","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4","SUN","LCC","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4","SUN","LCC","10",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
"4","SUN","LCC","17",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
"4","SUN","LCC","18",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
"4","SUN","LCC","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4","SAT","HISS","17",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
"4","SAT","HISS","18",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
"4","SUN","HISS","17",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
"4","SUN","HISS","18",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
"4","SAT","ACT","12",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
"4","SAT","ACT","16",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,
"5","SAT","COIR","19",0,0,0,0,,,,,,,0,0,0,0,,0,0,0,0,,,,,,,,,,,,
"5","SAT","COIR","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5","SUN","COIR","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5","SUN","COIR","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5","SUN","COIR","10",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"5","SUN","COIR","18",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"5","SUN","COIR","19",0,0,0,0,,,,,,,0,0,0,0,,0,0,0,0,,,,,,,,,,,,
"5","SUN","COIR","21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5","SAT","PIP","17",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"5","SAT","PIP","18",0,0,0,0,1,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"5","SAT","PIP","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5","SUN","PIP","16",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
